"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"<font color = red>I</font> am a <font color = red>big</font> fan of British mysteries and <font color = red>had</font> reasonably high hopes for this series from the <font color = red>reviews</font>. <font color = red>Alas</font>, I <font color = red>found</font> them much <font color = red>less</font> than I <font color = red>had</font> hoped for. The <font color = red>stories</font> and the acting, with the <font color = red>possible</font> exception of Kenneth <font color = red>More</font>, <font color = red>seemed</font> sophomoric and <font color = red>overdone</font>. The secondary <font color = red>actors</font> (several of whom I am <font color = red>familiar</font> with from other films) were <font color = red>way</font> over the top, <font color = red>shouting</font> and declaiming <font color = red>far</font> more than the part <font color = red>called</font> for amd <font color = red>much</font> more than I <font color = red>have</font> <font color = red>seen</font> them do elsewhere. While some of the <font color = red>stories</font> were pretty good and some were <font color = red>really</font> <font color = red>pretty</font> bad, the acting almost without exception made me feel as though <font color = red>I</font> were <font color = red>watching</font> an <font color = red>amateur</font> <font color = red>play</font>.The episodes all <font color = red>had</font> a <font color = red>very</font> stage-y feeling that <font color = red>became</font> very wearing after a while. All in all, this series was a <font color = red>severe</font> <font color = red>disappointment</font>.","<font color = green>me</font> am a <font color = green>broad</font> fan of British mysteries and <font color = green>possesses</font> reasonably high hopes for this series from the <font color = green>reviewing</font>. <font color = green>Tragically</font>, I <font color = green>showed</font> them much <font color = green>lower</font> than I <font color = green>have</font> hoped for. The <font color = green>storytelling</font> and the acting, with the <font color = green>operable</font> exception of Kenneth <font color = green>Stronger</font>, <font color = green>appeared</font> sophomoric and <font color = green>euphemism</font>. The secondary <font color = green>actor</font> (several of whom I am <font color = green>customary</font> with from other films) were <font color = green>pathways</font> over the top, <font color = green>shout</font> and declaiming <font color = green>importantly</font> more than the part <font color = green>named</font> for amd <font color = green>extensively</font> more than I <font color = green>ha</font> <font color = green>been</font> them do elsewhere. While some of the <font color = green>storytelling</font> were pretty good and some were <font color = green>perfectly</font> <font color = green>relatively</font> bad, the acting almost without exception made me feel as though <font color = green>me</font> were <font color = green>commenting</font> an <font color = green>enthusiast</font> <font color = green>reproducing</font>.The episodes all <font color = green>ai</font> a <font color = green>much</font> stage-y feeling that <font color = green>becomes</font> very wearing after a while. All in all, this series was a <font color = green>exacting</font> <font color = green>despair</font>.",0.0001494884490966797,0.635699987411499,0,1,0,1687,"Successful"
"<font color = red>Order</font> the magazine directly from publisher if you want to get it... I'm in my second <font color = red>attempt</font> <font color = red>via</font> Amazon's magazine dept to find out where the <font color = red>magazine</font> is. <font color = red>Ordered</font> in December and <font color = red>should</font> have received it at latest on Feb 6. Today is Mar 22.Just got off the phone with synapse mag svc, they're going to have someone call me in 3-5 business days to complete a ""<font color = red>customer</font> service action form"". Them I'm sure there'll be another several days wait for them to find out they screwed up, fix the problem and tell me I'll get my magazine in 6-8 weeks.If I ever get the magazine, maybe I'll <font color = red>review</font> it here next time.","<font color = green>Ordinances</font> the magazine directly from publisher if you want to get it... I'm in my second <font color = green>tends</font> <font color = green>with</font> Amazon's magazine dept to find out where the <font color = green>journals</font> is. <font color = green>Ordained</font> in December and <font color = green>shoud</font> have received it at latest on Feb 6. Today is Mar 22.Just got off the phone with synapse mag svc, they're going to have someone call me in 3-5 business days to complete a ""<font color = green>talkers</font> service action form"". Them I'm sure there'll be another several days wait for them to find out they screwed up, fix the problem and tell me I'll get my magazine in 6-8 weeks.If I ever get the magazine, maybe I'll <font color = green>revisiting</font> it here next time.",0.00015687942504882812,0.7956884503364563,0,1,0,245,"Successful"
"This set is so much cuter in person then online. The pictures on the computer just don't do it justice. My husband and I both wanted this as <font color = green>soon</font> as we saw it in the store. It's <font color = green>perfect</font> for our <font color = green>son</font> and if we <font color = green>have</font> a <font color = green>daughter</font> next, we don't <font color = green>have</font> to <font color = green>worry</font> about changing the nursery. Like a <font color = green>few</font> other <font color = green>reviewers</font> we got all the Ocean <font color = green>Wonders</font> <font color = green>items</font> to go along with the underwater theme and couldn't be happier!","This set is so much cuter in person then online. The pictures on the computer just don't do it justice. My husband and I both wanted this as <font color = red>previously</font> as we saw it in the store. It's <font color = red>faultless</font> for our <font color = red>child</font> and if we <font color = red>received</font> a <font color = red>females</font> next, we don't <font color = red>recieve</font> to <font color = red>disturbs</font> about changing the nursery. Like a <font color = red>lite</font> other <font color = red>referees</font> we got all the Ocean <font color = red>Graces</font> <font color = red>issue</font> to go along with the underwater theme and couldn't be happier!",0.00014483928680419922,0.8117021918296814,1,0,1,278,"Successful"
"The description for these trays should read wooden, not wood. The legs are wood, but the tray top itself, is MDF, fiber board, particle board (i.e. <font color = red>NOT</font> REAL WOOD), with a laminate finish. I have had these several month. The trays themselves have proven to be pretty sturdy in my house. <font color = red>However</font>, the tops all have bubbles without exception. Any glass that sweats will leave behind bubbles. The tray stand wobbles and has had to be <font color = red>tightened</font> at least twice in the last 12 months. If we remove one tray, the stand leans. As a result the wall near where these sit has been scuffed quite a bit. I am now looking for real wood tray tables to replace these.Buy these only if you want tray tables that you will have to replace.","The description for these trays should read wooden, not wood. The legs are wood, but the tray top itself, is MDF, fiber board, particle board (i.e. <font color = green>ODER</font> REAL WOOD), with a laminate finish. I have had these several month. The trays themselves have proven to be pretty sturdy in my house. <font color = green>Nonetheless</font>, the tops all have bubbles without exception. Any glass that sweats will leave behind bubbles. The tray stand wobbles and has had to be <font color = green>loosened</font> at least twice in the last 12 months. If we remove one tray, the stand leans. As a result the wall near where these sit has been scuffed quite a bit. I am now looking for real wood tray tables to replace these.Buy these only if you want tray tables that you will have to replace.",0.00029593706130981445,0.8968051671981812,0,1,0,160,"Successful"
"Wow, what a <font color = green>discovery</font>! This CD successfully <font color = green>blends</font> guitar, keyboards, and nature sounds into a relaxing, inspiring, unique combination. I have given this CD to friends who ask if there is more from this talented artist. We sure hope so. But while we are waiting , I recommend this work to all of you who love New Age but feel that some of our favorite <font color = green>artists</font> have wandered into bland. Palmer has wonderful surprises waiting for you in each piece on this <font color = green>wonderful</font> CD.","Wow, what a <font color = red>conclusions</font>! This CD successfully <font color = red>amalgamated</font> guitar, keyboards, and nature sounds into a relaxing, inspiring, unique combination. I have given this CD to friends who ask if there is more from this talented artist. We sure hope so. But while we are waiting , I recommend this work to all of you who love New Age but feel that some of our favorite <font color = red>artist</font> have wandered into bland. Palmer has wonderful surprises waiting for you in each piece on this <font color = red>funky</font> CD.",0.00014543533325195312,0.9951087832450867,1,0,1,173,"Successful"
"If you like <font color = green>progressive</font> heavy metal and midieval/viking themes, you will find alot to like here. Songwriting, vocals, instrumentals, and production values are all stellar, something that's increasingly rare in the genre.If you like the themes and sound of bands like manowar, but want something that's more coherent, more historical, and less <font color = green>cheesy</font> all around, I <font color = green>highly</font> <font color = green>recommend</font> you 'Let The Battle Commence' and buy this cd.","If you like <font color = red>phased</font> heavy metal and midieval/viking themes, you will find alot to like here. Songwriting, vocals, instrumentals, and production values are all stellar, something that's increasingly rare in the genre.If you like the themes and sound of bands like manowar, but want something that's more coherent, more historical, and less <font color = red>uninspired</font> all around, I <font color = red>severely</font> <font color = red>suggests</font> you 'Let The Battle Commence' and buy this cd.",0.00015091896057128906,0.7440963983535767,1,0,1,120,"Successful"
"I have a four year old Saint Berdoodle (Saint Bernard/Poodle mix) named <font color = green>Sailor</font>, and he was <font color = green>ALWAYS</font> <font color = green>getting</font> <font color = green>black</font> ""gunk"" buildup from his eyes. He's basically a white <font color = green>dog</font> and the gunk was terrible; he hated getting his face cleaned and it seemed like I could never get it clean enough. While browsing through the pet shop, I came across a product called Angel Eyes, which promised noticeably whiter eyes within just a few days. Sailor is VERY <font color = green>happy</font> that I don't have to wash his face any longer; just the quick swab of the tiny trace lines and that's it! I put just a <font color = green>teaspoon</font> of beef-flavored <font color = green>Angel</font> Eyes in with his food; he knows it's coming and he dances around the room.Thank you, Angel Eyes!Kelley & Sailor","I have a four year old Saint Berdoodle (Saint Bernard/Poodle mix) named <font color = red>Seafaring</font>, and he was <font color = red>NECESSARILY</font> <font color = red>recieve</font> <font color = red>niro</font> ""gunk"" buildup from his eyes. He's basically a white <font color = red>whelp</font> and the gunk was terrible; he hated getting his face cleaned and it seemed like I could never get it clean enough. While browsing through the pet shop, I came across a product called Angel Eyes, which promised noticeably whiter eyes within just a few days. Sailor is VERY <font color = red>lucky</font> that I don't have to wash his face any longer; just the quick swab of the tiny trace lines and that's it! I put just a <font color = red>tablespoons</font> of beef-flavored <font color = red>Dear</font> Eyes in with his food; he knows it's coming and he dances around the room.Thank you, Angel Eyes!Kelley & Sailor",0.0001513957977294922,0.8330352306365967,1,0,1,315,"Successful"
"Complete <font color = red>waste</font> of time and money! I knew going in that it would likely take 5 or so hours for the file transfer. What I didn't realize is that it doesn't move non MS items like Quick Books at all. It would have been far faster for me to re-install my software programs manually then to use PC Mover. I keep all my files backed-up anyway so PC Mover really didn't help in that area either.PCmover with Selectivity, Including Laplink USB 1.1 Cable","Complete <font color = green>squander</font> of time and money! I knew going in that it would likely take 5 or so hours for the file transfer. What I didn't realize is that it doesn't move non MS items like Quick Books at all. It would have been far faster for me to re-install my software programs manually then to use PC Mover. I keep all my files backed-up anyway so PC Mover really didn't help in that area either.PCmover with Selectivity, Including Laplink USB 1.1 Cable",0.00014925003051757812,0.9916887283325195,0,1,0,59,"Successful"
"Sounds logical, and the price is <font color = green>great</font>.<font color = green>This</font> is a <font color = green>best</font> option for christmas and birthday <font color = green>gifts</font>.","Sounds logical, and the price is <font color = red>considerable</font>.<font color = red>That</font> is a <font color = red>better</font> option for christmas and birthday <font color = red>knack</font>.",0.00014722347259521484,0.9811961054801941,1,0,1,105,"Successful"
"A thrilling well crafted <font color = red>read</font>. But disappointingly dishonest. Very one-sided presentation of the climate change <font color = red>issue</font> both in regard to what was left out and the use of characterisation and story-line to give the impression the environment movement is either nave or <font color = red>nasty</font>. If only life were that simple.","A thrilling well crafted <font color = green>lee</font>. But disappointingly dishonest. Very one-sided presentation of the climate change <font color = green>matters</font> both in regard to what was left out and the use of characterisation and story-line to give the impression the environment movement is either nave or <font color = green>naughty</font>. If only life were that simple.",0.00023955106735229492,0.7913500070571899,0,1,0,112,"Successful"
"I have placed my <font color = red>order</font> with Amazon on 27th of September 2008. It took until December 1st for the publisher to send me <font color = red>letter</font>, <font color = red>informing</font> me that they <font color = red>will</font> not continue to publish the ""Coral"" magazine any more. A new magazine is in the works and will be available some time in spring 2009.They offered me to stick to the new magazine or to get a refund, which would be processed withtin 60 to 90 days. So all in all I have then given these guys a $40 credit for free for 6 months ?I had subscribed to the german magazine ""Koralle"" for years. ""Coral"" is the US version, they have reprinted the german version always a few quarters later. IMO ""Koralle"" is still one of the best magazines about reef keeping and marine aquariums and it's sad too see what happened to it here in the US....","I have placed my <font color = green>edicts</font> with Amazon on 27th of September 2008. It took until December 1st for the publisher to send me <font color = green>mail</font>, <font color = green>informative</font> me that they <font color = green>willpower</font> not continue to publish the ""Coral"" magazine any more. A new magazine is in the works and will be available some time in spring 2009.They offered me to stick to the new magazine or to get a refund, which would be processed withtin 60 to 90 days. So all in all I have then given these guys a $40 credit for free for 6 months ?I had subscribed to the german magazine ""Koralle"" for years. ""Coral"" is the US version, they have reprinted the german version always a few quarters later. IMO ""Koralle"" is still one of the best magazines about reef keeping and marine aquariums and it's sad too see what happened to it here in the US....",0.0005828142166137695,0.817060112953186,0,1,0,184,"Successful"
"<font color = green>Of</font> all the 3rd edition adventures, i must <font color = green>say</font> this is simply the best!I just got this book and it kept the players wide awake all night long.The <font color = green>enemy</font> encounters are real challenging and you should be well prepared.The <font color = green>plots</font>, <font color = green>items</font>, <font color = green>spells</font>, and <font color = green>new</font> templets are <font color = green>great</font>.This <font color = green>will</font> <font color = green>get</font> you WAY up after you have finished.This book, its worth EVERY cent!regards,A <font color = green>satisfied</font> costumer","<font color = red>For</font> all the 3rd edition adventures, i must <font color = red>argued</font> this is simply the best!I just got this book and it kept the players wide awake all night long.The <font color = red>adversaries</font> encounters are real challenging and you should be well prepared.The <font color = red>chart</font>, <font color = red>clause</font>, <font color = red>time</font>, and <font color = red>nuevo</font> templets are <font color = red>prodigious</font>.This <font color = red>wanna</font> <font color = red>learns</font> you WAY up after you have finished.This book, its worth EVERY cent!regards,A <font color = red>complied</font> costumer",0.00014472007751464844,0.5200088024139404,1,0,1,331,"Successful"
"I own a Moto Razr V3. Although the install process IMO was a little tedious, and it requires you to use Outlook, it installed right the first time and I have not had any <font color = green>issues</font>.You cannot beat the Amazon price as this same product (with the smiling chick on the front of the box) was $50 at a Cingular store in Chgo, $40 online elsewhere, and $16 here on Amazon. As for comments on Verizon locking their phones to prevent people from accessing their media, users may want to investigate that further as some online posters indicated they (Verizon) were sued and were required to provide a ""fix"" to allow user access.","I own a Moto Razr V3. Although the install process IMO was a little tedious, and it requires you to use Outlook, it installed right the first time and I have not had any <font color = red>considerations</font>.You cannot beat the Amazon price as this same product (with the smiling chick on the front of the box) was $50 at a Cingular store in Chgo, $40 online elsewhere, and $16 here on Amazon. As for comments on Verizon locking their phones to prevent people from accessing their media, users may want to investigate that further as some online posters indicated they (Verizon) were sued and were required to provide a ""fix"" to allow user access.",0.0023915767669677734,0.7986003756523132,1,0,1,110,"Successful"
"many people assume that when they preheat an oven, that it's at the desired temp. when the oven beeps.this <font color = green>accurate</font> thermometer shows you that it takes appx. 15 minutes more for that to happen. and it correctly reports the fluctuating that is normal for a set temp.","many people assume that when they preheat an oven, that it's at the desired temp. when the oven beeps.this <font color = red>accuracy</font> thermometer shows you that it takes appx. 15 minutes more for that to happen. and it correctly reports the fluctuating that is normal for a set temp.",0.34077519178390503,0.9755865335464478,1,0,1,47,"Successful"
"This is <font color = green>fantastic</font> book full of interseting elements. Young Baudolino is a <font color = green>magic</font> person. Time is magic too-middle age. I <font color = green>recommend</font> it to everyone, especially for people who likes fantasy. It reminds me ""Narrenturm"" by polish fantasy master Sapkowski.","This is <font color = red>funky</font> book full of interseting elements. Young Baudolino is a <font color = red>enchantment</font> person. Time is magic too-middle age. I <font color = red>advises</font> it to everyone, especially for people who likes fantasy. It reminds me ""Narrenturm"" by polish fantasy master Sapkowski.",0.00014531612396240234,0.7396677136421204,1,0,1,116,"Successful"
"This product works <font color = green>great</font>. It is easy to assemble and heats VERY quickly. The only issue is water leakage if you don't follow instructions and hold the hand steamer above the base unit. It also requires a fairly large storage area due to its size.I found it to be very <font color = green>useful</font> for steaming draperies.","This product works <font color = red>prodigious</font>. It is easy to assemble and heats VERY quickly. The only issue is water leakage if you don't follow instructions and hold the hand steamer above the base unit. It also requires a fairly large storage area due to its size.I found it to be very <font color = red>salubrious</font> for steaming draperies.",0.0001589059829711914,0.8114768266677856,1,0,1,101,"Successful"
"I am very disappointed that the mugs I <font color = red>ordered</font> <font color = red>arrived</font> <font color = red>so</font> poorly packed that one was in shattered pieces and one had a long crack. They will be very <font color = red>pretty</font> if I ever get an undamaged set. They have a nice feel when you hold the handle. I <font color = red>hope</font> the company can get their act together to ship the next set properly.","I am very disappointed that the mugs I <font color = green>ordained</font> <font color = green>arriving</font> <font color = green>tad</font> poorly packed that one was in shattered pieces and one had a long crack. They will be very <font color = green>exactly</font> if I ever get an undamaged set. They have a nice feel when you hold the handle. I <font color = green>will</font> the company can get their act together to ship the next set properly.",0.00016951560974121094,0.6405168771743774,0,1,0,206,"Successful"
"i <font color = red>banged</font> my head on the <font color = red>floor</font>: it hurt. the dance mat slipped and i had a terrible headache DO NOT BUY! IF YOU BUY THIS, YOU ARE DUMB. THE MAT SLIPS. and I BANGED <font color = red>MY</font> <font color = red>HEAD</font>! OWWWWWWWWWWWW! THE MUSIC IS <font color = red>CRAP</font> <font color = red>AS</font> WELL!","i <font color = green>vaulted</font> my head on the <font color = green>sol</font>: it hurt. the dance mat slipped and i had a terrible headache DO NOT BUY! IF YOU BUY THIS, YOU ARE DUMB. THE MAT SLIPS. and I BANGED <font color = green>MIA</font> <font color = green>COMANDANTE</font>! OWWWWWWWWWWWW! THE MUSIC IS <font color = green>BALONEY</font> <font color = green>SINCE</font> WELL!",0.00015306472778320312,0.8210905194282532,0,1,0,207,"Successful"
"Part of me thinks it's unfair to review a book I couldn't finish, but not when I really want to warn other people off! I've tried twice to read it, but both times couldn't get past about page 30.The writing is <font color = red>flat</font>, the characters <font color = red>cardboard</font>, and there's way too much purple prose. Diana's ""ginger-colored curls"" are mentioned three times in the first chapter; I GET it already! Also, I think it's kind of gratuitous to have sexual abuse of a character before that character's been brought alive to the reader; it's as if the author's trying to use sensationalism in place of character, plotting and a lot else. Do not buy this book.","Part of me thinks it's unfair to review a book I couldn't finish, but not when I really want to warn other people off! I've tried twice to read it, but both times couldn't get past about page 30.The writing is <font color = green>parabolic</font>, the characters <font color = green>card</font>, and there's way too much purple prose. Diana's ""ginger-colored curls"" are mentioned three times in the first chapter; I GET it already! Also, I think it's kind of gratuitous to have sexual abuse of a character before that character's been brought alive to the reader; it's as if the author's trying to use sensationalism in place of character, plotting and a lot else. Do not buy this book.",0.00015103816986083984,0.870877742767334,0,1,0,78,"Successful"
"It worked well, and the birds enjoyed the feeder... for about two days. Then, the squirrels had managed to chew off all of the plastic. <font color = red>Search</font> for another feeder if you have squirrels.","It worked well, and the birds enjoyed the feeder... for about two days. Then, the squirrels had managed to chew off all of the plastic. <font color = green>Find</font> for another feeder if you have squirrels.",0.001386880874633789,0.5574317574501038,0,1,0,69,"Successful"
"Draws the reader into De Mille's millitary world while being very easy to read and absorb.I saw the film first so was anxious to see how <font color = green>close</font> <font color = green>book</font> and film were. <font color = green>I</font> <font color = green>need</font> not have <font color = green>worried</font>. Apart from a few minor details film was <font color = green>faithful</font> to the book.Book filled in the <font color = green>detail</font> and gaps that <font color = green>film</font> left out.<font color = green>Lighter</font> than a Tom Clancy novel, yet gritty enough for any avid reader to really sink their teeth into.Author's introduction and experience of the film adaptation was a nice touch while also being informative. All in all highly <font color = green>recommended</font>","Draws the reader into De Mille's millitary world while being very easy to read and absorb.I saw the film first so was anxious to see how <font color = red>concluded</font> <font color = red>leaflets</font> and film were. <font color = red>me</font> <font color = red>owes</font> not have <font color = red>disturbs</font>. Apart from a few minor details film was <font color = red>careful</font> to the book.Book filled in the <font color = red>info</font> and gaps that <font color = red>movie</font> left out.<font color = red>Heavier</font> than a Tom Clancy novel, yet gritty enough for any avid reader to really sink their teeth into.Author's introduction and experience of the film adaptation was a nice touch while also being informative. All in all highly <font color = red>suggests</font>",0.00014460086822509766,0.6824061274528503,1,0,1,302,"Successful"
"bought this for my Mom as a Christmas gift. We have great memories of watching Soap on TV ""back in the day"" and now she owns the entire series to watch any time. She has <font color = green>really</font> enjoyed this set and its not something she would have gotten for herself, which <font color = green>made</font> it a <font color = green>Fantastic</font> gift","bought this for my Mom as a Christmas gift. We have great memories of watching Soap on TV ""back in the day"" and now she owns the entire series to watch any time. She has <font color = red>awfully</font> enjoyed this set and its not something she would have gotten for herself, which <font color = red>incurred</font> it a <font color = red>Glamorous</font> gift",0.00014781951904296875,0.7593380808830261,1,0,1,143,"Successful"
"We have had one of these for the past three years. It provided endless entertainment for my daughter when the sun was coming in the windows. Suction cups made it easy to move it around as the sun moved throughout the day. I would <font color = red>give</font> this 5 stars...but they are not working anymore. I emailed Kikkerland about it, and they said the solar cells degrade after two years. For the price, I honestly expected it to last much longer.","We have had one of these for the past three years. It provided endless entertainment for my daughter when the sun was coming in the windows. Suction cups made it easy to move it around as the sun moved throughout the day. I would <font color = green>make</font> this 5 stars...but they are not working anymore. I emailed Kikkerland about it, and they said the solar cells degrade after two years. For the price, I honestly expected it to last much longer.",0.36234205961227417,0.9922162890434265,0,1,0,82,"Successful"
